@relation Komfort

@attribute id numeric
@attribute pos_examples numeric
@attribute neg_examples numeric
@attribute score numeric

@data
3396,1,0,10.0
3404,1,1,10.0
3412,0,1,10.0
3420,1,2,10.0
3428,0,1,10.0
3436,0,1,10.0
3444,0,0,10.0
3452,0,1,10.0
3460,0,2,10.0
3468,0,0,10.0
3476,1,2,10.0
3484,0,0,10.0
3492,0,1,10.0
3500,1,1,10.0
3508,3,2,10.0
3516,0,0,10.0
3524,0,0,10.0
3532,0,1,10.0
3540,0,1,10.0
3548,1,3,10.0
3556,1,0,10.0
3564,0,0,10.0
3572,2,2,10.0
3580,0,0,10.0
3588,0,1,10.0
3596,1,0,10.0
3604,1,1,10.0
3612,2,0,10.0
3620,0,0,10.0
3628,0,1,10.0
3636,0,1,10.0
3644,1,1,10.0
3652,4,0,10.0
3660,4,0,10.0
3668,0,0,10.0
3676,0,1,10.0
3684,0,1,10.0
3692,0,0,10.0
3700,0,1,10.0
3708,2,0,10.0
3716,0,1,10.0
3724,2,1,10.0
3732,0,1,10.0
3740,0,0,10.0
3748,0,2,10.0
3756,0,2,10.0
3764,1,1,10.0
3772,2,0,10.0
3780,1,0,10.0
3788,2,1,10.0
3796,0,1,10.0
3804,1,2,10.0
3812,0,0,10.0
3820,1,0,10.0
3828,1,2,10.0
3836,0,1,10.0
3844,0,6,10.0
3852,1,0,10.0
3860,0,3,10.0
3868,0,2,10.0
3876,0,1,10.0
3884,0,0,10.0
3892,1,0,10.0
3900,0,2,10.0
3908,0,1,10.0
3916,1,0,10.0
3924,0,1,10.0
3932,0,0,10.0
3940,0,0,10.0
3948,0,2,10.0
3956,0,1,10.0
3964,0,1,10.0
3972,0,1,10.0
3980,3,0,10.0
3988,0,0,10.0
3996,1,2,10.0
4004,0,0,10.0
4012,0,0,10.0
4020,1,2,10.0
4028,0,2,10.0
4036,0,0,10.0
4044,0,0,10.0
4052,0,1,10.0
4060,0,0,10.0
4068,2,0,10.0
4076,0,0,10.0
4084,0,1,10.0
4092,1,0,10.0
4100,0,1,10.0
4108,1,0,10.0
4116,0,0,10.0
4124,0,0,10.0
4132,0,0,10.0
4140,0,3,10.0
4148,2,2,10.0
4156,0,0,10.0
4164,0,5,10.0
4172,0,0,10.0
4180,0,0,10.0
4188,0,2,10.0
4196,0,1,10.0
4204,0,1,10.0
4212,0,1,10.0
4220,0,2,10.0
4228,0,1,10.0
4236,1,1,10.0
4244,1,0,10.0
4252,0,1,10.0
4260,0,0,10.0
4268,0,2,10.0
4276,0,3,10.0
4284,2,9,10.0
4292,0,0,10.0
4300,0,1,10.0
4308,2,0,10.0
4316,0,0,10.0
4324,0,1,10.0
4332,5,8,10.0
4340,1,1,10.0
4348,2,1,10.0
4356,2,2,10.0
4364,2,3,10.0
4372,0,0,10.0
4380,0,1,10.0
4388,0,4,10.0
4396,1,0,10.0
4404,4,1,10.0
4412,2,0,10.0
4420,0,2,10.0
4428,0,1,10.0
4436,0,0,10.0
4444,1,0,10.0
4452,0,2,10.0
4460,0,3,10.0
4468,0,1,10.0
4476,2,2,10.0
4484,3,3,10.0
4492,0,0,10.0
4500,0,1,10.0
4508,0,1,10.0
4516,1,2,10.0
4524,1,1,10.0
4532,1,1,10.0
4540,0,0,10.0
4548,0,3,10.0
4556,0,1,10.0
4564,0,0,10.0
4572,0,2,10.0
4580,1,2,10.0
4588,0,0,10.0
4596,0,1,10.0
4604,1,1,10.0
4612,1,5,10.0
4620,0,0,10.0
4628,1,1,10.0
4636,0,0,10.0
4644,1,1,10.0
4652,2,1,10.0
4660,2,3,10.0
4668,1,1,10.0
4676,0,5,10.0
4684,0,2,10.0
4692,0,1,10.0
4700,5,0,10.0
4708,0,2,10.0
4716,0,0,10.0
4724,2,3,10.0
4732,1,0,10.0
4740,1,0,10.0
4748,1,3,10.0
4756,0,0,10.0
4764,0,0,10.0
4772,0,0,10.0
4780,0,1,10.0
4788,2,0,10.0
4796,1,3,10.0
4804,4,4,10.0
4812,1,0,10.0
4820,0,0,10.0
4828,0,0,10.0
4836,1,2,10.0
4844,1,0,10.0
4852,0,0,10.0
4860,0,1,10.0
4868,0,0,10.0
4876,1,0,10.0
4884,0,1,10.0
4892,0,0,10.0
4900,0,0,10.0
4908,1,1,10.0
4916,0,4,10.0
4924,0,3,10.0
4932,0,3,10.0
4940,0,1,10.0
4948,0,4,10.0
4956,0,1,10.0
4964,0,2,10.0
4972,0,0,10.0
4980,0,0,10.0
4988,0,0,10.0
4996,0,0,10.0
5004,0,1,10.0
5012,0,0,10.0
5020,0,3,10.0
5028,1,0,10.0
5036,1,0,10.0
5044,0,1,10.0
5052,3,4,10.0
5060,0,0,10.0
5068,0,1,10.0
5076,0,0,10.0
5084,1,0,10.0
5092,0,0,10.0
5100,0,0,10.0
5108,0,1,10.0
5116,0,0,10.0
5124,0,0,10.0
5132,0,2,10.0
5140,0,0,10.0
5148,0,1,10.0
5156,0,0,10.0
5164,0,3,10.0
5172,0,0,10.0
5180,0,1,10.0
5188,0,2,10.0
5196,0,0,10.0
5204,0,0,10.0
5212,0,2,10.0
5220,0,1,10.0
5228,1,1,10.0
5236,0,0,10.0
5244,0,2,10.0
5252,0,1,10.0
5260,0,2,10.0
5268,0,0,10.0
5276,0,0,10.0
5284,0,2,10.0
5292,0,0,10.0
5300,0,3,10.0
5308,0,0,10.0
5316,0,0,10.0
5324,0,0,10.0
5332,0,0,10.0
5340,0,1,10.0
5348,0,3,10.0
5356,0,0,10.0
5364,0,0,10.0
5372,0,1,10.0
5380,0,4,10.0
5388,0,0,10.0
5396,0,0,10.0
5404,1,2,10.0
5412,0,3,10.0
5420,1,2,10.0
5428,0,1,10.0
5436,0,0,10.0
5444,0,0,10.0
5452,0,2,10.0
5460,3,0,10.0
5468,0,0,10.0
5476,0,2,10.0
5484,0,3,10.0
5492,0,0,10.0
5500,0,1,10.0
5508,0,0,10.0
5516,1,0,10.0
5524,0,1,10.0
5532,0,0,10.0
5540,0,1,10.0
5548,0,0,10.0
5556,1,3,10.0
5564,0,0,10.0
5572,0,2,10.0
5580,0,1,10.0
5588,0,2,10.0
5596,0,0,10.0
5604,0,0,10.0
5612,0,0,10.0
5620,0,3,10.0
5628,0,0,10.0
5636,1,1,10.0
5644,0,1,10.0
5652,0,2,10.0
5660,0,3,10.0
5668,0,2,10.0
5676,0,3,10.0
5684,0,0,10.0
5692,1,1,10.0
5700,0,2,10.0
5708,2,0,10.0
5716,2,2,10.0
5724,1,1,10.0
5732,0,1,10.0
5740,0,0,10.0
5748,0,0,10.0
5756,0,1,10.0
5764,0,1,10.0
5772,0,0,10.0
5780,0,0,10.0
5788,0,0,10.0
5796,0,1,10.0
5804,1,0,10.0
5812,1,0,10.0
5820,0,0,10.0
5828,0,0,10.0
5836,0,0,10.0
5844,4,1,10.0
5852,0,0,10.0
5860,0,0,10.0
5868,0,2,10.0
5876,0,1,10.0
5884,0,0,10.0
5892,0,0,10.0
5900,1,0,10.0
5908,0,0,10.0
5916,0,2,10.0
5924,0,0,10.0
5932,1,3,10.0
5940,0,2,10.0
5948,0,0,10.0
5956,0,0,10.0
5964,0,0,10.0
5972,1,3,10.0
5980,0,2,10.0
5988,2,0,10.0
5996,0,3,10.0
6004,2,0,10.0
6012,2,1,10.0
6020,0,0,10.0
6028,0,0,10.0
6036,0,0,10.0
6044,0,0,10.0
6052,1,4,10.0
6060,0,0,10.0
6068,1,0,10.0
6076,0,0,10.0
6084,0,2,10.0
6092,0,0,10.0
6100,0,0,10.0
6108,0,0,10.0
6116,0,0,10.0
6124,0,0,10.0
6132,0,1,10.0
6140,0,0,10.0
6148,0,0,10.0
6156,1,4,10.0
6164,0,0,10.0
6172,0,0,10.0
6180,0,0,10.0
6188,0,0,10.0
6196,0,0,10.0
6204,0,2,10.0
6212,0,0,10.0
6220,2,0,10.0
6228,3,3,10.0
6236,1,0,10.0
6244,0,2,10.0
6252,0,1,10.0
6260,0,2,10.0
6268,0,0,10.0
6276,1,2,10.0
6284,0,3,10.0
6292,0,2,10.0
6300,0,0,10.0
6308,0,0,10.0
6316,0,2,10.0
6324,0,3,10.0
6332,0,0,10.0
6340,0,1,10.0
6348,0,0,10.0
6356,0,0,10.0
6364,0,0,10.0
6372,0,0,10.0
6380,1,2,10.0
6388,0,0,10.0
6396,0,0,10.0
6404,1,0,10.0
6412,2,0,10.0
6420,2,0,10.0
6428,0,1,10.0
6436,2,0,10.0
6444,0,0,10.0
6452,2,0,10.0
6460,0,0,10.0
6468,1,0,10.0
6476,1,0,10.0
6484,1,0,10.0
6492,0,0,10.0
6500,0,0,10.0
6508,0,0,10.0
6516,0,0,10.0
6524,0,1,10.0
6532,0,0,10.0
6540,0,0,10.0
6548,0,0,10.0
6556,0,0,10.0
6564,1,0,10.0
6572,1,0,10.0
6580,0,1,10.0
6588,4,2,10.0
6596,0,0,10.0
6604,0,0,10.0
6612,0,2,10.0
6620,0,0,10.0
6628,0,6,10.0
6636,0,0,10.0
6644,0,0,10.0
6652,0,0,10.0
6660,0,0,10.0
6668,2,0,10.0
6676,0,2,10.0
6684,0,0,10.0
6692,0,0,10.0
6700,0,1,10.0
6708,0,0,10.0
6716,0,2,10.0
6724,0,0,10.0
6732,2,1,10.0
6740,0,0,10.0
6748,0,0,10.0
6756,1,0,10.0
6764,0,3,10.0
6772,0,0,10.0
6780,0,1,10.0
6788,0,0,10.0
6796,1,0,10.0
6804,0,0,10.0
6812,0,1,10.0
6820,0,0,10.0
6828,0,0,10.0
6836,1,0,10.0
6844,0,1,10.0
6852,0,0,10.0
6860,1,2,10.0
6868,0,0,10.0
6876,0,0,10.0
6884,3,0,10.0
6892,0,0,10.0
6900,1,0,10.0
6908,0,0,10.0
6916,0,0,10.0
6924,0,0,10.0
6932,0,1,10.0
6940,2,1,10.0
6948,0,0,10.0
6956,2,0,10.0
6964,0,0,10.0
6972,0,1,10.0
6980,1,0,10.0
6988,1,0,10.0
6996,0,0,10.0
7004,0,0,10.0
7012,0,0,10.0
7020,0,0,10.0
7028,0,0,10.0
7036,0,0,10.0
7044,0,0,10.0
7052,1,0,10.0
7060,0,0,10.0
7068,1,0,10.0
7076,0,0,10.0
7084,0,0,10.0
7092,0,0,10.0
7100,1,0,10.0
7108,0,0,10.0
7116,0,0,10.0
7124,0,0,10.0
7132,1,0,10.0
7140,0,0,10.0
7148,0,0,10.0
7156,0,0,10.0
7164,0,1,10.0
7172,0,0,10.0
7180,0,0,10.0
7188,1,0,10.0
7196,0,3,10.0
7204,0,0,10.0
7212,2,0,10.0
7220,0,0,10.0
7228,1,0,10.0
7236,0,0,10.0
7244,2,0,10.0
7252,0,0,10.0
7260,0,0,10.0
7268,0,1,10.0
7276,0,0,10.0
7284,2,0,10.0
7292,0,0,10.0
7300,0,0,10.0
7308,0,0,10.0
7316,0,1,10.0
7324,0,0,10.0
7332,0,0,10.0
7340,0,0,10.0
7348,1,0,10.0
7356,0,0,10.0
7364,0,0,10.0
7372,2,0,10.0
7380,0,0,10.0
7388,0,0,10.0
7396,0,0,10.0
7404,0,0,10.0
7412,0,0,10.0
7420,1,0,10.0
7428,0,0,10.0
7436,1,0,10.0
7444,0,0,10.0
7452,0,2,10.0
7460,0,0,10.0
7468,1,0,10.0
7476,0,0,10.0
7484,3,4,10.0
7492,1,0,10.0
7500,1,0,10.0
7508,1,0,10.0
7516,0,0,10.0
7524,0,0,10.0
7532,0,0,10.0
7540,0,1,10.0
7548,0,0,10.0
7556,0,0,10.0
7564,0,0,10.0
7572,2,0,10.0
7580,0,0,10.0
7588,1,1,10.0
7596,2,0,10.0
7604,0,0,10.0
7612,1,0,10.0
7620,0,0,10.0
7628,1,0,10.0
7636,0,0,10.0
7644,0,1,10.0
7652,0,0,10.0
7660,0,0,10.0
7668,0,0,10.0
7676,0,1,10.0
7684,0,0,10.0
7692,0,0,10.0
7700,0,0,10.0
7708,0,0,10.0
7716,0,0,10.0
7724,0,0,10.0
7732,0,0,10.0
7740,1,0,10.0
7748,1,0,10.0
7756,2,0,10.0
7764,0,0,10.0
7772,0,1,10.0
7780,0,0,10.0
7788,0,0,10.0
7796,2,0,10.0
7804,3,0,10.0
7812,1,0,10.0
7820,4,0,10.0
7828,2,0,10.0
7836,0,0,10.0
7844,0,0,10.0
7852,0,0,10.0
7860,0,0,10.0
7868,0,1,10.0
7876,4,0,10.0
7884,0,0,10.0
7892,0,0,10.0
7900,0,0,10.0
7908,0,0,10.0
7916,1,0,10.0
7924,0,0,10.0
7932,1,0,10.0
7940,0,0,10.0
7948,0,0,10.0
7956,0,0,10.0
7964,0,0,10.0
7972,0,0,10.0
7980,0,0,10.0
7988,1,0,10.0
7996,0,0,10.0
